fac1,fac2,fac1_name,fac2_name,wstart,wid,week,fac1_total,fac1_okay,fac1_hosp,fac1_travel,fac1_jail,fac1_pct,fac2_total,fac2_okay,fac2_hosp,fac2_travel,fac2_jail,fac2_pct,timestamp
50783,52627,Army of Terror HQ,Demon Sky,1738198800,21652,2025_5,17,15,1,1,0,0.88,17,3,14,0,0,0.18,1738200614.57469
49650,52043,Nebula,Hellfire Syndicate,1738195200,21606,2025_5,19,2,12,4,0,0.11,15,2,9,2,0,0.13,1738200614.57469
44746,52835,After-Death,Assbeater Bozos,1738195200,21800,2025_5,11,7,4,0,0,0.64,10,5,5,0,0,0.5,1738202415.17212
49167,49450,RHINO&#039;S CARTEL BR,The Couch Potatoes,1738195200,21679,2025_5,34,14,16,2,0,0.41,26,0,11,12,0,0,1738202415.17212
50424,51307,Ethereal Blade,The Street Rats,1738195200,21668,2025_5,11,1,9,0,0,0.09,14,11,0,1,0,0.79,1738202415.17212
50783,52627,Army of Terror HQ,Demon Sky,1738198800,21652,2025_5,17,14,1,1,0,0.82,17,1,16,0,0,0.06,1738202415.17212
49650,52043,Nebula,Hellfire Syndicate,1738195200,21606,2025_5,19,2,12,2,0,0.11,15,4,8,2,0,0.27,1738202415.17212
44746,52835,After-Death,Assbeater Bozos,1738195200,21800,2025_5,11,7,4,0,0,0.64,10,10,0,0,0,1,1738204212.84021
49167,49450,RHINO&#039;S CARTEL BR,The Couch Potatoes,1738195200,21679,2025_5,34,13,17,2,0,0.38,26,1,12,9,0,0.04,1738204212.84021
50424,51307,Ethereal Blade,The Street Rats,1738195200,21668,2025_5,11,3,7,0,0,0.27,14,10,1,1,0,0.71,1738204212.84021
50783,52627,Army of Terror HQ,Demon Sky,1738198800,21652,2025_5,17,14,1,1,0,0.82,17,7,10,0,0,0.41,1738204212.84021
49650,52043,Nebula,Hellfire Syndicate,1738195200,21606,2025_5,19,5,10,3,0,0.26,15,3,8,4,0,0.2,1738204212.84021
44746,52835,After-Death,Assbeater Bozos,1738195200,21800,2025_5,11,10,1,0,0,0.91,10,8,2,0,0,0.8,1738206015.26787
52032,52128,War Criminals,The Pilgrimage,1738206000,21757,2025_5,18,16,1,0,0,0.89,15,14,0,0,0,0.93,1738206015.26787
49167,49450,RHINO&#039;S CARTEL BR,The Couch Potatoes,1738195200,21679,2025_5,34,15,14,2,0,0.44,26,0,11,8,0,0,1738206015.26787
50424,51307,Ethereal Blade,The Street Rats,1738195200,21668,2025_5,11,2,8,0,0,0.18,14,12,1,0,0,0.86,1738206015.26787
50783,52627,Army of Terror HQ,Demon Sky,1738198800,21652,2025_5,17,15,1,0,0,0.88,17,6,11,0,0,0.35,1738206015.26787
49650,52043,Nebula,Hellfire Syndicate,1738195200,21606,2025_5,19,5,8,4,0,0.26,15,4,7,3,0,0.27,1738206015.26787
44746,52835,After-Death,Assbeater Bozos,1738195200,21800,2025_5,11,8,3,0,0,0.73,10,10,0,0,0,1,1738207818.09176
52032,52128,War Criminals,The Pilgrimage,1738206000,21757,2025_5,18,5,12,0,0,0.28,15,11,2,2,0,0.73,1738207818.09176
49167,49450,RHINO&#039;S CARTEL BR,The Couch Potatoes,1738195200,21679,2025_5,34,16,14,1,0,0.47,26,0,9,10,0,0,1738207818.09176
50424,51307,Ethereal Blade,The Street Rats,1738195200,21668,2025_5,11,2,8,0,0,0.18,14,12,0,0,0,0.86,1738207818.09176
50783,52627,Army of Terror HQ,Demon Sky,1738198800,21652,2025_5,17,13,2,1,0,0.76,17,3,14,0,0,0.18,1738207818.09176
49650,52043,Nebula,Hellfire Syndicate,1738195200,21606,2025_5,19,5,9,4,0,0.26,15,3,7,4,0,0.2,1738207818.09176
44746,52835,After-Death,Assbeater Bozos,1738195200,21800,2025_5,11,8,3,0,0,0.73,10,10,0,0,0,1,1738209615.64593
52032,52128,War Criminals,The Pilgrimage,1738206000,21757,2025_5,18,4,13,1,0,0.22,15,11,1,2,0,0.73,1738209615.64593
49167,49450,RHINO&#039;S CARTEL BR,The Couch Potatoes,1738195200,21679,2025_5,34,11,19,2,0,0.32,26,0,10,10,0,0,1738209615.64593
50424,51307,Ethereal Blade,The Street Rats,1738195200,21668,2025_5,11,5,5,0,0,0.45,14,12,0,1,0,0.86,1738209615.64593
50783,52627,Army of Terror HQ,Demon Sky,1738198800,21652,2025_5,17,13,1,2,0,0.76,17,1,16,0,0,0.06,1738209615.64593
49650,52043,Nebula,Hellfire Syndicate,1738195200,21606,2025_5,19,5,8,5,0,0.26,15,1,9,3,0,0.07,1738209615.64593
44746,52835,After-Death,Assbeater Bozos,1738195200,21800,2025_5,11,11,0,0,0,1,10,10,0,0,0,1,1738211412.66864
52032,52128,War Criminals,The Pilgrimage,1738206000,21757,2025_5,18,11,5,2,0,0.61,15,9,3,2,0,0.6,1738211412.66864
49167,49450,RHINO&#039;S CARTEL BR,The Couch Potatoes,1738195200,21679,2025_5,34,13,16,4,0,0.38,26,0,8,9,0,0,1738211412.66864
50424,51307,Ethereal Blade,The Street Rats,1738195200,21668,2025_5,11,4,6,0,0,0.36,14,12,0,1,0,0.86,1738211412.66864
50783,52627,Army of Terror HQ,Demon Sky,1738198800,21652,2025_5,17,14,0,2,0,0.82,17,7,10,0,0,0.41,1738211412.66864
49650,52043,Nebula,Hellfire Syndicate,1738195200,21606,2025_5,19,3,10,5,0,0.16,15,2,9,3,0,0.13,1738211412.66864
44746,52835,After-Death,Assbeater Bozos,1738195200,21800,2025_5,11,8,3,0,0,0.73,10,3,7,0,0,0.3,1738213213.92063
51426,53195,Echo Of Silence,Hippie Mafia,1738213200,21774,2025_5,16,14,0,0,0,0.88,15,11,1,1,0,0.73,1738213213.92063
52032,52128,War Criminals,The Pilgrimage,1738206000,21757,2025_5,18,14,2,2,0,0.78,15,12,1,1,0,0.8,1738213213.92063
49167,49450,RHINO&#039;S CARTEL BR,The Couch Potatoes,1738195200,21679,2025_5,34,16,15,2,0,0.47,26,0,8,8,0,0,1738213213.92063
50424,51307,Ethereal Blade,The Street Rats,1738195200,21668,2025_5,11,3,7,0,0,0.27,14,13,0,0,0,0.93,1738213213.92063
50783,52627,Army of Terror HQ,Demon Sky,1738198800,21652,2025_5,17,14,0,2,0,0.82,17,14,3,0,0,0.82,1738213213.92063
49650,52043,Nebula,Hellfire Syndicate,1738195200,21606,2025_5,19,3,9,4,0,0.16,15,2,10,2,0,0.13,1738213213.92063
44746,52835,After-Death,Assbeater Bozos,1738195200,21800,2025_5,11,8,3,0,0,0.73,10,9,1,0,0,0.9,1738215013.66964
51426,53195,Echo Of Silence,Hippie Mafia,1738213200,21774,2025_5,16,2,11,1,0,0.12,15,6,4,3,0,0.4,1738215013.66964
52032,52128,War Criminals,The Pilgrimage,1738206000,21757,2025_5,18,1,15,2,0,0.06,15,13,1,0,0,0.87,1738215013.66964
49167,49450,RHINO&#039;S CARTEL BR,The Couch Potatoes,1738195200,21679,2025_5,34,17,14,2,0,0.5,26,1,8,8,0,0.04,1738215013.66964
50424,51307,Ethereal Blade,The Street Rats,1738195200,21668,2025_5,11,3,6,1,0,0.27,14,11,0,2,0,0.79,1738215013.66964
50783,52627,Army of Terror HQ,Demon Sky,1738198800,21652,2025_5,17,13,1,2,0,0.76,17,17,0,0,0,1,1738215013.66964
49650,52043,Nebula,Hellfire Syndicate,1738195200,21606,2025_5,19,3,9,3,0,0.16,15,3,7,4,0,0.2,1738215013.66964
44746,52835,After-Death,Assbeater Bozos,1738195200,21800,2025_5,11,7,4,0,0,0.64,10,8,2,0,0,0.8,1738216819.78461
51426,53195,Echo Of Silence,Hippie Mafia,1738213200,21774,2025_5,16,3,10,1,0,0.19,15,6,4,4,0,0.4,1738216819.78461
52032,52128,War Criminals,The Pilgrimage,1738206000,21757,2025_5,18,1,15,2,0,0.06,15,12,2,0,0,0.8,1738216819.78461
49167,49450,RHINO&#039;S CARTEL BR,The Couch Potatoes,1738195200,21679,2025_5,34,22,10,1,0,0.65,26,0,9,7,0,0,1738216819.78461
50424,51307,Ethereal Blade,The Street Rats,1738195200,21668,2025_5,11,2,7,0,0,0.18,14,9,0,4,0,0.64,1738216819.78461
50783,52627,Army of Terror HQ,Demon Sky,1738198800,21652,2025_5,17,12,2,2,0,0.71,17,14,3,0,0,0.82,1738216819.78461
49650,52043,Nebula,Hellfire Syndicate,1738195200,21606,2025_5,19,2,8,3,0,0.11,15,3,5,6,0,0.2,1738216819.78461
44746,52835,After-Death,Assbeater Bozos,1738195200,21800,2025_5,11,7,4,0,0,0.64,10,9,1,0,0,0.9,1738218613.25653
51426,53195,Echo Of Silence,Hippie Mafia,1738213200,21774,2025_5,16,2,11,1,0,0.12,15,7,3,4,0,0.47,1738218613.25653
52032,52128,War Criminals,The Pilgrimage,1738206000,21757,2025_5,18,3,13,1,0,0.17,15,13,1,0,0,0.87,1738218613.25653
49167,49450,RHINO&#039;S CARTEL BR,The Couch Potatoes,1738195200,21679,2025_5,34,25,7,1,0,0.74,26,0,8,7,0,0,1738218613.25653
50424,51307,Ethereal Blade,The Street Rats,1738195200,21668,2025_5,11,3,6,0,0,0.27,14,9,0,3,0,0.64,1738218613.25653
50783,52627,Army of Terror HQ,Demon Sky,1738198800,21652,2025_5,17,13,1,2,0,0.76,17,16,0,1,0,0.94,1738218613.25653
49650,52043,Nebula,Hellfire Syndicate,1738195200,21606,2025_5,19,1,11,4,0,0.05,15,4,4,6,0,0.27,1738218613.25653
44746,52835,After-Death,Assbeater Bozos,1738195200,21800,2025_5,11,7,4,0,0,0.64,10,10,0,0,0,1,1738220413.14353
51426,53195,Echo Of Silence,Hippie Mafia,1738213200,21774,2025_5,16,6,6,2,0,0.38,15,3,7,4,0,0.2,1738220413.14353
52032,52128,War Criminals,The Pilgrimage,1738206000,21757,2025_5,18,15,2,0,0,0.83,15,9,4,1,0,0.6,1738220413.14353
49167,49450,RHINO&#039;S CARTEL BR,The Couch Potatoes,1738195200,21679,2025_5,34,30,2,1,0,0.88,26,0,10,7,0,0,1738220413.14353
50424,51307,Ethereal Blade,The Street Rats,1738195200,21668,2025_5,11,2,7,0,0,0.18,14,6,0,6,0,0.43,1738220413.14353
50783,52627,Army of Terror HQ,Demon Sky,1738198800,21652,2025_5,17,11,2,2,0,0.65,17,0,16,1,0,0,1738220413.14353
49650,52043,Nebula,Hellfire Syndicate,1738195200,21606,2025_5,19,6,5,4,0,0.32,15,3,3,8,0,0.2,1738220413.14353
44746,52835,After-Death,Assbeater Bozos,1738195200,21800,2025_5,11,8,3,0,0,0.73,10,10,0,0,0,1,1738222213.22258
51426,53195,Echo Of Silence,Hippie Mafia,1738213200,21774,2025_5,16,12,0,2,0,0.75,15,7,3,3,0,0.47,1738222213.22258
52032,52128,War Criminals,The Pilgrimage,1738206000,21757,2025_5,18,15,0,2,0,0.83,15,5,8,1,0,0.33,1738222213.22258
49167,49450,RHINO&#039;S CARTEL BR,The Couch Potatoes,1738195200,21679,2025_5,34,25,8,0,0,0.74,26,3,6,6,0,0.12,1738222213.22258
50424,51307,Ethereal Blade,The Street Rats,1738195200,21668,2025_5,11,7,2,0,0,0.64,14,6,0,4,0,0.43,1738222213.22258
50783,52627,Army of Terror HQ,Demon Sky,1738198800,21652,2025_5,17,12,1,2,0,0.71,17,15,1,1,0,0.88,1738222213.22258
49650,52043,Nebula,Hellfire Syndicate,1738195200,21606,2025_5,19,1,8,6,0,0.05,15,3,4,7,0,0.2,1738222213.22258
44746,52835,After-Death,Assbeater Bozos,1738195200,21800,2025_5,11,10,1,0,0,0.91,10,9,1,0,0,0.9,1738224017.20852
51426,53195,Echo Of Silence,Hippie Mafia,1738213200,21774,2025_5,16,3,9,1,0,0.19,15,3,9,2,0,0.2,1738224017.20852
52032,52128,War Criminals,The Pilgrimage,1738206000,21757,2025_5,18,14,1,2,0,0.78,15,9,5,0,0,0.6,1738224017.20852
49167,49450,RHINO&#039;S CARTEL BR,The Couch Potatoes,1738195200,21679,2025_5,34,7,26,0,0,0.21,26,0,7,6,0,0,1738224017.20852
50424,51307,Ethereal Blade,The Street Rats,1738195200,21668,2025_5,11,2,8,0,0,0.18,14,6,0,3,0,0.43,1738224017.20852
50783,52627,Army of Terror HQ,Demon Sky,1738198800,21652,2025_5,17,12,2,1,0,0.71,17,15,1,1,0,0.88,1738224017.20852
49650,52043,Nebula,Hellfire Syndicate,1738195200,21606,2025_5,19,6,4,6,0,0.32,15,3,5,6,0,0.2,1738224017.20852
44746,52835,After-Death,Assbeater Bozos,1738195200,21800,2025_5,11,6,5,0,0,0.55,10,2,8,0,0,0.2,1738225818.50869
51426,53195,Echo Of Silence,Hippie Mafia,1738213200,21774,2025_5,16,11,1,1,0,0.69,15,7,4,3,0,0.47,1738225818.50869
52032,52128,War Criminals,The Pilgrimage,1738206000,21757,2025_5,18,14,1,2,0,0.78,15,11,3,0,0,0.73,1738225818.50869
49167,49450,RHINO&#039;S CARTEL BR,The Couch Potatoes,1738195200,21679,2025_5,34,2,31,1,0,0.06,26,1,7,7,0,0.04,1738225818.50869
50424,51307,Ethereal Blade,The Street Rats,1738195200,21668,2025_5,11,4,5,0,0,0.36,14,5,3,3,0,0.36,1738225818.50869
50783,52627,Army of Terror HQ,Demon Sky,1738198800,21652,2025_5,17,11,2,2,0,0.65,17,11,5,1,0,0.65,1738225818.50869
49650,52043,Nebula,Hellfire Syndicate,1738195200,21606,2025_5,19,8,2,6,0,0.42,15,1,6,7,0,0.07,1738225818.50869
44746,52835,After-Death,Assbeater Bozos,1738195200,21800,2025_5,11,7,4,0,0,0.64,10,10,0,0,0,1,1738227616.65887
51426,53195,Echo Of Silence,Hippie Mafia,1738213200,21774,2025_5,16,10,2,1,0,0.62,15,7,4,2,0,0.47,1738227616.65887
52032,52128,War Criminals,The Pilgrimage,1738206000,21757,2025_5,18,15,0,2,0,0.83,15,6,8,0,0,0.4,1738227616.65887
49167,49450,RHINO&#039;S CARTEL BR,The Couch Potatoes,1738195200,21679,2025_5,34,3,30,1,0,0.09,26,2,6,5,0,0.08,1738227616.65887
50424,51307,Ethereal Blade,The Street Rats,1738195200,21668,2025_5,11,8,1,0,0,0.73,14,1,5,2,0,0.07,1738227616.65887
50783,52627,Army of Terror HQ,Demon Sky,1738198800,21652,2025_5,17,1,12,1,0,0.06,17,13,3,1,0,0.76,1738227616.65887
49650,52043,Nebula,Hellfire Syndicate,1738195200,21606,2025_5,19,2,7,7,0,0.11,15,1,6,5,0,0.07,1738227616.65887
44746,52835,After-Death,Assbeater Bozos,1738195200,21800,2025_5,11,11,0,0,0,1,10,10,0,0,0,1,1738229412.01461
51426,53195,Echo Of Silence,Hippie Mafia,1738213200,21774,2025_5,16,9,3,1,0,0.56,15,8,3,2,0,0.53,1738229412.01461
52032,52128,War Criminals,The Pilgrimage,1738206000,21757,2025_5,18,15,0,2,0,0.83,15,12,2,0,0,0.8,1738229412.01461
49167,49450,RHINO&#039;S CARTEL BR,The Couch Potatoes,1738195200,21679,2025_5,34,2,31,1,0,0.06,26,2,4,6,0,0.08,1738229412.01461
50424,51307,Ethereal Blade,The Street Rats,1738195200,21668,2025_5,11,5,4,0,0,0.45,14,4,2,1,0,0.29,1738229412.01461
50783,52627,Army of Terror HQ,Demon Sky,1738198800,21652,2025_5,17,8,5,1,0,0.47,17,14,2,1,0,0.82,1738229412.01461
49650,52043,Nebula,Hellfire Syndicate,1738195200,21606,2025_5,19,9,0,6,0,0.47,15,1,6,5,0,0.07,1738229412.01461
44746,52835,After-Death,Assbeater Bozos,1738195200,21800,2025_5,11,8,3,0,0,0.73,10,9,1,0,0,0.9,1738231215.82366
51426,53195,Echo Of Silence,Hippie Mafia,1738213200,21774,2025_5,16,12,0,1,0,0.75,15,7,5,2,0,0.47,1738231215.82366
52032,52128,War Criminals,The Pilgrimage,1738206000,21757,2025_5,18,14,1,2,0,0.78,15,8,6,0,0,0.53,1738231215.82366
49167,49450,RHINO&#039;S CARTEL BR,The Couch Potatoes,1738195200,21679,2025_5,34,2,31,1,0,0.06,26,5,3,6,0,0.19,1738231215.82366
50424,51307,Ethereal Blade,The Street Rats,1738195200,21668,2025_5,11,7,2,0,0,0.64,14,3,5,0,0,0.21,1738231215.82366
50783,52627,Army of Terror HQ,Demon Sky,1738198800,21652,2025_5,17,10,4,0,0,0.59,17,15,1,1,0,0.88,1738231215.82366
49650,52043,Nebula,Hellfire Syndicate,1738195200,21606,2025_5,19,6,4,4,0,0.32,15,4,3,4,0,0.27,1738231215.82366
44746,52835,After-Death,Assbeater Bozos,1738195200,21800,2025_5,11,7,4,0,0,0.64,10,9,1,0,0,0.9,1738233014.57983
51426,53195,Echo Of Silence,Hippie Mafia,1738213200,21774,2025_5,16,2,10,1,0,0.12,15,9,3,1,0,0.6,1738233014.57983
52032,52128,War Criminals,The Pilgrimage,1738206000,21757,2025_5,18,15,1,1,0,0.83,15,10,4,0,0,0.67,1738233014.57983
49167,49450,RHINO&#039;S CARTEL BR,The Couch Potatoes,1738195200,21679,2025_5,34,8,25,1,0,0.24,26,2,4,8,0,0.08,1738233014.57983
50424,51307,Ethereal Blade,The Street Rats,1738195200,21668,2025_5,11,7,2,0,0,0.64,14,6,2,0,0,0.43,1738233014.57983
50783,52627,Army of Terror HQ,Demon Sky,1738198800,21652,2025_5,17,11,2,0,0,0.65,17,15,1,1,0,0.88,1738233014.57983
49650,52043,Nebula,Hellfire Syndicate,1738195200,21606,2025_5,19,7,4,4,0,0.37,15,2,6,4,0,0.13,1738233014.57983
44746,52835,After-Death,Assbeater Bozos,1738195200,21800,2025_5,11,6,5,0,0,0.55,10,9,1,0,0,0.9,1738234817.12842
51426,53195,Echo Of Silence,Hippie Mafia,1738213200,21774,2025_5,16,2,10,1,0,0.12,15,9,2,2,0,0.6,1738234817.12842
52032,52128,War Criminals,The Pilgrimage,1738206000,21757,2025_5,18,5,11,1,0,0.28,15,12,2,0,0,0.8,1738234817.12842
49167,49450,RHINO&#039;S CARTEL BR,The Couch Potatoes,1738195200,21679,2025_5,34,5,29,0,0,0.15,26,3,3,9,0,0.12,1738234817.12842
50424,51307,Ethereal Blade,The Street Rats,1738195200,21668,2025_5,11,8,1,0,0,0.73,14,5,1,0,0,0.36,1738234817.12842
50783,52627,Army of Terror HQ,Demon Sky,1738198800,21652,2025_5,17,11,2,0,0,0.65,17,16,0,1,0,0.94,1738234817.12842
49650,52043,Nebula,Hellfire Syndicate,1738195200,21606,2025_5,19,3,8,4,0,0.16,15,5,2,5,0,0.33,1738234817.12842
44746,52835,After-Death,Assbeater Bozos,1738195200,21800,2025_5,11,7,4,0,0,0.64,10,10,0,0,0,1,1738236612.67862
51426,53195,Echo Of Silence,Hippie Mafia,1738213200,21774,2025_5,16,2,10,1,0,0.12,15,10,1,2,0,0.67,1738236612.67862
52032,52128,War Criminals,The Pilgrimage,1738206000,21757,2025_5,18,2,13,2,0,0.11,15,12,1,1,0,0.8,1738236612.67862
49167,49450,RHINO&#039;S CARTEL BR,The Couch Potatoes,1738195200,21679,2025_5,34,7,27,0,0,0.21,26,2,3,9,0,0.08,1738236612.67862
50424,51307,Ethereal Blade,The Street Rats,1738195200,21668,2025_5,11,7,1,1,0,0.64,14,1,5,0,0,0.07,1738236612.67862
50783,52627,Army of Terror HQ,Demon Sky,1738198800,21652,2025_5,17,11,2,0,0,0.65,17,16,0,1,0,0.94,1738236612.67862
49650,52043,Nebula,Hellfire Syndicate,1738195200,21606,2025_5,19,6,4,5,0,0.32,15,5,3,4,0,0.33,1738236612.67862
44746,52835,After-Death,Assbeater Bozos,1738195200,21800,2025_5,11,11,0,0,0,1,10,10,0,0,0,1,1738238416.3114
51426,53195,Echo Of Silence,Hippie Mafia,1738213200,21774,2025_5,16,2,10,0,0,0.12,15,11,0,2,0,0.73,1738238416.3114
52032,52128,War Criminals,The Pilgrimage,1738206000,21757,2025_5,18,2,13,2,0,0.11,15,12,1,2,0,0.8,1738238416.3114
47614,48769,Shadow Inc,The Coalition,1738238400,21717,2025_5,13,7,6,0,0,0.54,11,2,8,1,0,0.18,1738238416.3114
53216,53223,Uncle Baby Billy,Red Ordinance,1738238400,21699,2025_5,15,15,0,0,0,1,15,15,0,0,0,1,1738238416.3114
49167,49450,RHINO&#039;S CARTEL BR,The Couch Potatoes,1738195200,21679,2025_5,34,8,26,0,0,0.24,26,0,6,9,0,0,1738238416.3114
50424,51307,Ethereal Blade,The Street Rats,1738195200,21668,2025_5,11,1,7,1,0,0.09,14,5,1,2,0,0.36,1738238416.3114
50783,52627,Army of Terror HQ,Demon Sky,1738198800,21652,2025_5,17,10,3,2,0,0.59,17,15,1,1,0,0.88,1738238416.3114
49650,52043,Nebula,Hellfire Syndicate,1738195200,21606,2025_5,19,8,2,4,0,0.42,15,6,2,4,0,0.4,1738238416.3114
44746,52835,After-Death,Assbeater Bozos,1738195200,21800,2025_5,11,10,0,1,0,0.91,10,10,0,0,0,1,1738240213.66381
51426,53195,Echo Of Silence,Hippie Mafia,1738213200,21774,2025_5,16,9,3,1,0,0.56,15,9,2,4,0,0.6,1738240213.66381
52032,52128,War Criminals,The Pilgrimage,1738206000,21757,2025_5,18,4,11,2,0,0.22,15,11,4,0,0,0.73,1738240213.66381
47614,48769,Shadow Inc,The Coalition,1738238400,21717,2025_5,13,3,10,0,0,0.23,11,0,10,0,0,0,1738240213.66381
53216,53223,Uncle Baby Billy,Red Ordinance,1738238400,21699,2025_5,15,7,8,0,0,0.47,15,6,9,0,0,0.4,1738240213.66381
49167,49450,RHINO&#039;S CARTEL BR,The Couch Potatoes,1738195200,21679,2025_5,34,3,31,0,0,0.09,26,4,3,8,0,0.15,1738240213.66381
50424,51307,Ethereal Blade,The Street Rats,1738195200,21668,2025_5,11,6,2,1,0,0.55,14,5,0,2,0,0.36,1738240213.66381
50783,52627,Army of Terror HQ,Demon Sky,1738198800,21652,2025_5,17,13,1,1,0,0.76,17,5,11,1,0,0.29,1738240213.66381
49650,52043,Nebula,Hellfire Syndicate,1738195200,21606,2025_5,19,8,3,3,0,0.42,15,4,3,6,0,0.27,1738240213.66381
52090,52916,Endiness,Brothers faction,1738242000,21805,2025_5,15,15,0,0,0,1,10,8,2,0,0,0.8,1738242016.43262
44746,52835,After-Death,Assbeater Bozos,1738195200,21800,2025_5,11,10,0,1,0,0.91,10,3,7,0,0,0.3,1738242016.43262
47042,51803,Risky Business,SlowPokeTail Harvest Crew,1738242000,21791,2025_5,19,0,11,6,0,0,16,2,14,0,0,0.12,1738242016.43262
51426,53195,Echo Of Silence,Hippie Mafia,1738213200,21774,2025_5,16,10,2,1,0,0.62,15,2,9,3,0,0.13,1738242016.43262
52032,52128,War Criminals,The Pilgrimage,1738206000,21757,2025_5,18,10,5,2,0,0.56,15,14,1,0,0,0.93,1738242016.43262
9171,48093,Occul2us,UNDERWORLD,1738242000,21731,2025_5,15,13,1,1,0,0.87,18,9,7,0,0,0.5,1738242016.43262
47614,48769,Shadow Inc,The Coalition,1738238400,21717,2025_5,13,4,9,0,0,0.31,11,0,10,0,0,0,1738242016.43262
53216,53223,Uncle Baby Billy,Red Ordinance,1738238400,21699,2025_5,15,12,3,0,0,0.8,15,5,10,0,0,0.33,1738242016.43262
49167,49450,RHINO&#039;S CARTEL BR,The Couch Potatoes,1738195200,21679,2025_5,34,4,29,1,0,0.12,26,0,6,11,0,0,1738242016.43262
50424,51307,Ethereal Blade,The Street Rats,1738195200,21668,2025_5,11,6,3,1,0,0.55,14,6,0,1,0,0.43,1738242016.43262
50783,52627,Army of Terror HQ,Demon Sky,1738198800,21652,2025_5,17,9,5,2,0,0.53,17,12,5,0,0,0.71,1738242016.43262
49650,52043,Nebula,Hellfire Syndicate,1738195200,21606,2025_5,19,3,9,4,0,0.16,15,1,6,6,0,0.07,1738242016.43262
52090,52916,Endiness,Brothers faction,1738242000,21805,2025_5,15,14,1,0,0,0.93,10,9,1,0,0,0.9,1738243821.42822
44746,52835,After-Death,Assbeater Bozos,1738195200,21800,2025_5,11,10,0,1,0,0.91,10,10,0,0,0,1,1738243821.42822
47042,51803,Risky Business,SlowPokeTail Harvest Crew,1738242000,21791,2025_5,19,0,11,5,0,0,16,2,14,0,0,0.12,1738243821.42822
51426,53195,Echo Of Silence,Hippie Mafia,1738213200,21774,2025_5,16,6,6,1,0,0.38,15,9,2,3,0,0.6,1738243821.42822
52032,52128,War Criminals,The Pilgrimage,1738206000,21757,2025_5,18,10,4,3,0,0.56,15,14,1,0,0,0.93,1738243821.42822
9171,48093,Occul2us,UNDERWORLD,1738242000,21731,2025_5,15,8,6,1,0,0.53,18,10,5,1,0,0.56,1738243821.42822
47614,48769,Shadow Inc,The Coalition,1738238400,21717,2025_5,13,1,12,0,0,0.08,11,0,10,0,0,0,1738243821.42822
53216,53223,Uncle Baby Billy,Red Ordinance,1738238400,21699,2025_5,15,10,5,0,0,0.67,15,3,12,0,0,0.2,1738243821.42822
49167,49450,RHINO&#039;S CARTEL BR,The Couch Potatoes,1738195200,21679,2025_5,34,15,18,1,0,0.44,26,2,2,8,0,0.08,1738243821.42822
50424,51307,Ethereal Blade,The Street Rats,1738195200,21668,2025_5,11,2,8,0,0,0.18,14,6,1,3,0,0.43,1738243821.42822
50783,52627,Army of Terror HQ,Demon Sky,1738198800,21652,2025_5,17,12,1,3,0,0.71,17,10,7,0,0,0.59,1738243821.42822
49650,52043,Nebula,Hellfire Syndicate,1738195200,21606,2025_5,19,7,6,4,0,0.37,15,0,6,7,0,0,1738243821.42822
11898,41028,Harms Way,DP Medics,1738245600,21808,2025_5,17,17,0,0,0,1,18,18,0,0,0,1,1738245620.31654
52090,52916,Endiness,Brothers faction,1738242000,21805,2025_5,15,14,1,0,0,0.93,10,9,1,0,0,0.9,1738245620.31654
